id;demandaId;demandaTitulo;empresa;profissionalId;profissional;compatibilidade;criterios;mensagem;acervo;situacao;data
cand-0052;2026-126;Laudo de instalações elétricas;TechSolut Engenharia;prof-050;"{""nome"": ""Letícia Carvalho Castro"", ""iniciais"": ""LC"", ""cor"": """", ""titulo"": ""Geóloga"", ""registro"": ""Registro em regularização"", ""cidade"": ""Manaus"", ""uf"": ""AM"", ""nota"": 0, ""avaliacoes"": 0, ""verificado"": false, ""competencias"": [""Estabilidade de taludes"", ""Sondagem"", ""Investigação geotécnica"", ""Hidrogeologia""]}";15;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 0, ""detalhe"": ""A demanda exige Elétrica, fora das suas áreas.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 0, ""detalhe"": ""Nenhuma ART ou CAT confirmada nessa área.""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 15, ""detalhe"": ""Você atende Manaus, onde fica a obra.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""Ainda sem avaliações na plataforma.""}]";Já trabalhei com esse tipo de serviço em 2025, com ART registrada.;[];visualizada;16/09/2026
cand-0053;2026-127;Recuperação de área degradada;Verde Engenharia;prof-006;"{""nome"": ""Vanessa Teixeira Dias"", ""iniciais"": ""VD"", ""cor"": ""avatar-ambar"", ""titulo"": ""Engenheira ambiental"", ""registro"": ""CREA-RO 045262/D"", ""cidade"": ""Porto Velho"", ""uf"": ""RO"", ""nota"": 4.0, ""avaliacoes"": 9, ""verificado"": true, ""competencias"": [""Monitoramento ambiental"", ""Recuperação de áreas degradadas"", ""Licenciamento""]}";82;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Ambiental, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 30, ""detalhe"": ""5 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Manaus, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 12, ""detalhe"": ""Média 4,0 em 9 avaliações de contratos registrados.""}]";Já trabalhei com esse tipo de serviço em 2025, com ART registrada.;[];enviada;23/09/2026
cand-0054;2026-127;Recuperação de área degradada;Verde Engenharia;prof-044;"{""nome"": ""Henrique Almeida Lopes"", ""iniciais"": ""HA"", ""cor"": ""avatar-roxo"", ""titulo"": ""Engenheiro mecânico"", ""registro"": ""CREA-PA 026455/D"", ""cidade"": ""Santarém"", ""uf"": ""PA"", ""nota"": 4.7, ""avaliacoes"": 12, ""verificado"": true, ""competencias"": [""Vasos de pressão (NR-13)"", ""Climatização"", ""Sistemas de combate a incêndio""]}";14;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 0, ""detalhe"": ""A demanda exige Ambiental, fora das suas áreas.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 0, ""detalhe"": ""Nenhuma ART ou CAT confirmada nessa área.""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Manaus, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 14, ""detalhe"": ""Média 4,7 em 12 avaliações de contratos registrados.""}]";Posso apresentar memorial de projetos parecidos.;[];recusada;18/09/2026
cand-0055;2026-129;Laudo de estrutura de concreto;Construtora Alfa;prof-053;"{""nome"": ""Pedro Almeida Farias"", ""iniciais"": ""PA"", ""cor"": ""avatar-roxo"", ""titulo"": ""Engenheiro civil"", ""registro"": ""CREA-AM 015860/D"", ""cidade"": ""Humaitá"", ""uf"": ""AM"", ""nota"": 4.4, ""avaliacoes"": 18, ""verificado"": true, ""competencias"": [""Alvenaria estrutural"", ""Fiscalização de obra"", ""Fundações profundas""]}";73;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Estrutural, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 20, ""detalhe"": ""2 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Itacoatiara, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 13, ""detalhe"": ""Média 4,4 em 18 avaliações de contratos registrados.""}]";Já trabalhei com esse tipo de serviço em 2025, com ART registrada.;[];enviada;06/09/2026
cand-0056;2026-130;Compatibilização de projetos em BIM;Norte Projetos;prof-026;"{""nome"": ""Sérgio Martins Moraes"", ""iniciais"": ""SM"", ""cor"": ""avatar-verde"", ""titulo"": ""Engenheiro civil"", ""registro"": ""CREA-AM 029703/D"", ""cidade"": ""Parintins"", ""uf"": ""AM"", ""nota"": 0, ""avaliacoes"": 0, ""verificado"": true, ""competencias"": [""Compatibilização de projetos"", ""Orçamento e SINAPI"", ""Revit"", ""Planejamento de obra"", ""Manutenção industrial""]}";85;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em BIM, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 30, ""detalhe"": ""6 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 15, ""detalhe"": ""Você atende Parintins, onde fica a obra.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""Ainda sem avaliações na plataforma.""}]";Tenho interesse e posso visitar o local nesta semana.;[];enviada;24/09/2026
cand-0057;2026-130;Compatibilização de projetos em BIM;Norte Projetos;prof-052;"{""nome"": ""Carolina Barbosa Santos"", ""iniciais"": ""CS"", ""cor"": ""avatar-verde"", ""titulo"": ""Engenheira civil"", ""registro"": ""CREA-AM 037700/D"", ""cidade"": ""Manaus"", ""uf"": ""AM"", ""nota"": 4.0, ""avaliacoes"": 6, ""verificado"": true, ""competencias"": [""Modelagem BIM"", ""Revit"", ""Planejamento de obra""]}";71;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em BIM, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 10, ""detalhe"": ""1 documento confirmado na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 9, ""detalhe"": ""A obra é em Parintins; você declarou atender todo o AM.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 12, ""detalhe"": ""Média 4,0 em 6 avaliações de contratos registrados.""}]";Já trabalhei com esse tipo de serviço em 2025, com ART registrada.;[];recusada;24/09/2026
cand-0058;2026-130;Compatibilização de projetos em BIM;Norte Projetos;prof-021;"{""nome"": ""Débora Queiroz Souza"", ""iniciais"": ""DS"", ""cor"": ""avatar-verde"", ""titulo"": ""Engenheira civil"", ""registro"": ""CREA-AM 047130/D"", ""cidade"": ""Manaus"", ""uf"": ""AM"", ""nota"": 4.4, ""avaliacoes"": 2, ""verificado"": true, ""competencias"": [""Revit"", ""Planejamento de obra"", ""Compatibilização de projetos"", ""Orçamento e SINAPI"", ""Estabilidade de taludes""]}";92;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em BIM, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 30, ""detalhe"": ""6 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 9, ""detalhe"": ""A obra é em Parintins; você declarou atender todo o AM.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 13, ""detalhe"": ""Média 4,4 em 2 avaliações de contratos registrados.""}]";Já trabalhei com esse tipo de serviço em 2025, com ART registrada.;[];conversa;16/09/2026
cand-0059;2026-130;Compatibilização de projetos em BIM;Norte Projetos;prof-056;"{""nome"": ""Igor Souza Moraes"", ""iniciais"": ""IM"", ""cor"": """", ""titulo"": ""Engenheiro civil"", ""registro"": ""CREA-AM 056932/D"", ""cidade"": ""Manaus"", ""uf"": ""AM"", ""nota"": 0, ""avaliacoes"": 0, ""verificado"": true, ""competencias"": [""Modelagem BIM"", ""Planejamento de obra"", ""Orçamento e SINAPI"", ""Revit""]}";69;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em BIM, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 20, ""detalhe"": ""2 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 9, ""detalhe"": ""A obra é em Parintins; você declarou atender todo o AM.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""Ainda sem avaliações na plataforma.""}]";;[];enviada;22/09/2026
cand-0060;2026-131;Drenagem urbana;Prefeitura de Iranduba;prof-012;"{""nome"": ""Henrique Castro Rocha"", ""iniciais"": ""HR"", ""cor"": ""avatar-roxo"", ""titulo"": ""Engenheiro civil"", ""registro"": ""CREA-AM 022190/D"", ""cidade"": ""Manaus"", ""uf"": ""AM"", ""nota"": 4.1, ""avaliacoes"": 2, ""verificado"": true, ""competencias"": [""Fundações profundas"", ""Alvenaria estrutural"", ""Hidrossanitário predial""]}";61;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Hidráulica, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 0, ""detalhe"": ""Nenhuma ART ou CAT confirmada nessa área.""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 9, ""detalhe"": ""A obra é em Iranduba; você declarou atender todo o AM.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 12, ""detalhe"": ""Média 4,1 em 2 avaliações de contratos registrados.""}]";Atuo na região e tenho equipe para começar no prazo.;[];visualizada;20/09/2026
cand-0061;2026-131;Drenagem urbana;Prefeitura de Iranduba;prof-020;"{""nome"": ""Paula Lopes Gomes"", ""iniciais"": ""PG"", ""cor"": """", ""titulo"": ""Geóloga"", ""registro"": ""CREA-AM 057620/D"", ""cidade"": ""Iranduba"", ""uf"": ""AM"", ""nota"": 4.0, ""avaliacoes"": 15, ""verificado"": true, ""competencias"": [""Hidrogeologia"", ""Estabilidade de taludes"", ""Sondagem"", ""Contenções"", ""Drenagem urbana""]}";87;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Hidráulica, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 20, ""detalhe"": ""2 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 15, ""detalhe"": ""Você atende Iranduba, onde fica a obra.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 12, ""detalhe"": ""Média 4,0 em 15 avaliações de contratos registrados.""}]";Tenho interesse e posso visitar o local nesta semana.;[];enviada;17/09/2026
cand-0062;2026-131;Drenagem urbana;Prefeitura de Iranduba;prof-038;"{""nome"": ""Helena Nascimento Rocha"", ""iniciais"": ""HR"", ""cor"": ""avatar-roxo"", ""titulo"": ""Engenheira ambiental"", ""registro"": ""CREA-AM 045581/D"", ""cidade"": ""Parintins"", ""uf"": ""AM"", ""nota"": 4.2, ""avaliacoes"": 18, ""verificado"": true, ""competencias"": [""Recuperação de áreas degradadas"", ""PGRS"", ""Estudos de impacto"", ""Outorga de água""]}";22;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 0, ""detalhe"": ""A demanda exige Hidráulica, fora das suas áreas.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 0, ""detalhe"": ""Nenhuma ART ou CAT confirmada nessa área.""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 9, ""detalhe"": ""A obra é em Iranduba; você declarou atender todo o AM.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 13, ""detalhe"": ""Média 4,2 em 18 avaliações de contratos registrados.""}]";;[];recusada;21/09/2026
cand-0063;2026-133;Fiscalização de obra vertical;Rio Negro Construções;prof-057;"{""nome"": ""Ana Tavares Carvalho"", ""iniciais"": ""AC"", ""cor"": ""avatar-ambar"", ""titulo"": ""Engenheira civil"", ""registro"": ""CREA-AM 012371/D"", ""cidade"": ""Manaus"", ""uf"": ""AM"", ""nota"": 3.9, ""avaliacoes"": 15, ""verificado"": true, ""competencias"": [""Cálculo estrutural"", ""Estruturas metálicas""]}";77;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Estrutural, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 10, ""detalhe"": ""1 documento confirmado na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 15, ""detalhe"": ""Você atende Manaus, onde fica a obra.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 12, ""detalhe"": ""Média 3,9 em 15 avaliações de contratos registrados.""}]";Posso apresentar memorial de projetos parecidos.;[];enviada;19/09/2026
cand-0064;2026-133;Fiscalização de obra vertical;Rio Negro Construções;prof-012;"{""nome"": ""Henrique Castro Rocha"", ""iniciais"": ""HR"", ""cor"": ""avatar-roxo"", ""titulo"": ""Engenheiro civil"", ""registro"": ""CREA-AM 022190/D"", ""cidade"": ""Manaus"", ""uf"": ""AM"", ""nota"": 4.1, ""avaliacoes"": 2, ""verificado"": true, ""competencias"": [""Fundações profundas"", ""Alvenaria estrutural"", ""Hidrossanitário predial""]}";77;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Estrutural, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 10, ""detalhe"": ""1 documento confirmado na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 15, ""detalhe"": ""Você atende Manaus, onde fica a obra.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 12, ""detalhe"": ""Média 4,1 em 2 avaliações de contratos registrados.""}]";Tenho acervo em obra semelhante e disponibilidade imediata.;[];conversa;23/09/2026
cand-0065;2026-133;Fiscalização de obra vertical;Rio Negro Construções;prof-046;"{""nome"": ""Bruno Ferreira Silva"", ""iniciais"": ""BS"", ""cor"": ""avatar-roxo"", ""titulo"": ""Engenheiro civil"", ""registro"": ""CREA-AM 041325/D"", ""cidade"": ""Itacoatiara"", ""uf"": ""AM"", ""nota"": 4.4, ""avaliacoes"": 24, ""verificado"": true, ""competencias"": [""Concreto armado"", ""Fundações profundas""]}";83;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Estrutural, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 30, ""detalhe"": ""3 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Manaus, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 13, ""detalhe"": ""Média 4,4 em 24 avaliações de contratos registrados.""}]";;[];enviada;21/09/2026
cand-0066;2026-133;Fiscalização de obra vertical;Rio Negro Construções;prof-053;"{""nome"": ""Pedro Almeida Farias"", ""iniciais"": ""PA"", ""cor"": ""avatar-roxo"", ""titulo"": ""Engenheiro civil"", ""registro"": ""CREA-AM 015860/D"", ""cidade"": ""Humaitá"", ""uf"": ""AM"", ""nota"": 4.4, ""avaliacoes"": 18, ""verificado"": true, ""competencias"": [""Alvenaria estrutural"", ""Fiscalização de obra"", ""Fundações profundas""]}";73;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Estrutural, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 20, ""detalhe"": ""2 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Manaus, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 13, ""detalhe"": ""Média 4,4 em 18 avaliações de contratos registrados.""}]";Atuo na região e tenho equipe para começar no prazo.;[];conversa;24/09/2026
cand-0067;2026-133;Fiscalização de obra vertical;Rio Negro Construções;prof-009;"{""nome"": ""Raquel Souza Castro"", ""iniciais"": ""RC"", ""cor"": ""avatar-ambar"", ""titulo"": ""Geóloga"", ""registro"": ""CREA-AM 018870/D"", ""cidade"": ""Iranduba"", ""uf"": ""AM"", ""nota"": 4.1, ""avaliacoes"": 31, ""verificado"": true, ""competencias"": [""Estabilidade de taludes"", ""Contenções"", ""Sondagem"", ""Hidrogeologia""]}";21;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 0, ""detalhe"": ""A demanda exige Estrutural, fora das suas áreas.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 0, ""detalhe"": ""Nenhuma ART ou CAT confirmada nessa área.""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 9, ""detalhe"": ""A obra é em Manaus; você declarou atender todo o AM.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 12, ""detalhe"": ""Média 4,1 em 31 avaliações de contratos registrados.""}]";Tenho acervo em obra semelhante e disponibilidade imediata.;[];conversa;23/09/2026
cand-0068;2026-134;Orçamento de obra pública;Rio Negro Construções;prof-042;"{""nome"": ""Otávio Castro Silva"", ""iniciais"": ""OS"", ""cor"": ""avatar-ambar"", ""titulo"": ""Engenheiro civil"", ""registro"": ""CREA-AM 030154/D"", ""cidade"": ""Iranduba"", ""uf"": ""AM"", ""nota"": 4.6, ""avaliacoes"": 2, ""verificado"": true, ""competencias"": [""Revit"", ""Compatibilização de projetos"", ""Licenciamento""]}";64;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em BIM, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 10, ""detalhe"": ""1 documento confirmado na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Manaus, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 14, ""detalhe"": ""Média 4,6 em 2 avaliações de contratos registrados.""}]";Atuo na região e tenho equipe para começar no prazo.;[];recusada;20/09/2026
cand-0069;2026-134;Orçamento de obra pública;Rio Negro Construções;prof-030;"{""nome"": ""Leonardo Monteiro Costa"", ""iniciais"": ""LC"", ""cor"": ""avatar-ambar"", ""titulo"": ""Engenheiro civil"", ""registro"": ""CREA-AM 045046/D"", ""cidade"": ""Maués"", ""uf"": ""AM"", ""nota"": 4.0, ""avaliacoes"": 12, ""verificado"": true, ""competencias"": [""Modelagem BIM"", ""Planejamento de obra""]}";82;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em BIM, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 30, ""detalhe"": ""5 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Manaus, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 12, ""detalhe"": ""Média 4,0 em 12 avaliações de contratos registrados.""}]";Posso apresentar memorial de projetos parecidos.;[];recusada;22/09/2026
cand-0070;2026-134;Orçamento de obra pública;Rio Negro Construções;prof-019;"{""nome"": ""Carolina Santana Freitas"", ""iniciais"": ""CF"", ""cor"": ""avatar-roxo"", ""titulo"": ""Engenheira civil"", ""registro"": ""CREA-AM 019299/D"", ""cidade"": ""Iranduba"", ""uf"": ""AM"", ""nota"": 0, ""avaliacoes"": 0, ""verificado"": true, ""competencias"": [""Planejamento de obra"", ""Compatibilização de projetos"", ""Revit"", ""Modelagem BIM""]}";70;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em BIM, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 30, ""detalhe"": ""5 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Manaus, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""Ainda sem avaliações na plataforma.""}]";Posso apresentar memorial de projetos parecidos.;[];enviada;20/09/2026
cand-0071;2026-134;Orçamento de obra pública;Rio Negro Construções;prof-049;"{""nome"": ""João Carvalho Queiroz"", ""iniciais"": ""JQ"", ""cor"": """", ""titulo"": ""Engenheiro ambiental"", ""registro"": ""CREA-AM 037156/D"", ""cidade"": ""Coari"", ""uf"": ""AM"", ""nota"": 5.0, ""avaliacoes"": 6, ""verificado"": true, ""competencias"": [""Licenciamento"", ""Estudos de impacto"", ""Outorga de água"", ""Monitoramento ambiental""]}";24;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 0, ""detalhe"": ""A demanda exige BIM, fora das suas áreas.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 0, ""detalhe"": ""Nenhuma ART ou CAT confirmada nessa área.""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 9, ""detalhe"": ""A obra é em Manaus; você declarou atender todo o AM.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 15, ""detalhe"": ""Média 5,0 em 6 avaliações de contratos registrados.""}]";Tenho acervo em obra semelhante e disponibilidade imediata.;[];visualizada;22/09/2026
cand-0072;2026-135;Reforço de cobertura metálica;Rio Negro Construções;prof-010;"{""nome"": ""Sérgio Lopes Ribeiro"", ""iniciais"": ""SR"", ""cor"": """", ""titulo"": ""Engenheiro civil"", ""registro"": ""Registro em regularização"", ""cidade"": ""Manacapuru"", ""uf"": ""AM"", ""nota"": 4.9, ""avaliacoes"": 1, ""verificado"": false, ""competencias"": [""Reforço estrutural"", ""Fiscalização de obra""]}";64;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Estrutural, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 0, ""detalhe"": ""Nenhuma ART ou CAT confirmada nessa área.""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 9, ""detalhe"": ""A obra é em Manaus; você declarou atender todo o AM.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 15, ""detalhe"": ""Média 4,9 em 1 avaliações de contratos registrados.""}]";Atuo na região e tenho equipe para começar no prazo.;[];enviada;21/09/2026
cand-0073;2026-135;Reforço de cobertura metálica;Rio Negro Construções;prof-046;"{""nome"": ""Bruno Ferreira Silva"", ""iniciais"": ""BS"", ""cor"": ""avatar-roxo"", ""titulo"": ""Engenheiro civil"", ""registro"": ""CREA-AM 041325/D"", ""cidade"": ""Itacoatiara"", ""uf"": ""AM"", ""nota"": 4.4, ""avaliacoes"": 24, ""verificado"": true, ""competencias"": [""Concreto armado"", ""Fundações profundas""]}";83;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Estrutural, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 30, ""detalhe"": ""3 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Manaus, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 13, ""detalhe"": ""Média 4,4 em 24 avaliações de contratos registrados.""}]";Tenho interesse e posso visitar o local nesta semana.;[];enviada;23/09/2026
cand-0074;2026-136;Fiscalização de obra vertical;Amazônia Estruturas Metálicas;prof-045;"{""nome"": ""Wagner Barbosa Nascimento"", ""iniciais"": ""WN"", ""cor"": """", ""titulo"": ""Engenheiro civil"", ""registro"": ""CREA-AM 016874/D"", ""cidade"": ""Presidente Figueiredo"", ""uf"": ""AM"", ""nota"": 0, ""avaliacoes"": 0, ""verificado"": true, ""competencias"": [""Alvenaria estrutural"", ""Concreto armado"", ""Licenciamento""]}";70;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Estrutural, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 30, ""detalhe"": ""3 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Manaus, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""Ainda sem avaliações na plataforma.""}]";Já trabalhei com esse tipo de serviço em 2025, com ART registrada.;[];enviada;23/09/2026
cand-0075;2026-136;Fiscalização de obra vertical;Amazônia Estruturas Metálicas;prof-012;"{""nome"": ""Henrique Castro Rocha"", ""iniciais"": ""HR"", ""cor"": ""avatar-roxo"", ""titulo"": ""Engenheiro civil"", ""registro"": ""CREA-AM 022190/D"", ""cidade"": ""Manaus"", ""uf"": ""AM"", ""nota"": 4.1, ""avaliacoes"": 2, ""verificado"": true, ""competencias"": [""Fundações profundas"", ""Alvenaria estrutural"", ""Hidrossanitário predial""]}";77;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Estrutural, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 10, ""detalhe"": ""1 documento confirmado na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 15, ""detalhe"": ""Você atende Manaus, onde fica a obra.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 12, ""detalhe"": ""Média 4,1 em 2 avaliações de contratos registrados.""}]";Tenho interesse e posso visitar o local nesta semana.;[];conversa;19/09/2026
